Age	Wellformat	Group	Treatment	Gate	Replicate	Name
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep1	Control_MW_wk4_23A
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep1	Control_MW_wk4_23B
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep1	Control_MW_wk4_24A
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep1	Control_MW_wk4_24B
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep1	Control_MW_wk4_25A
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep1	Control_MW_wk4_25B
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep1	Control_MW_wk4_26A
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep1	Control_MW_wk4_26B
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep1	Control_MW_wk4_27A
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep1	Control_MW_wk4_27B
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep1	Control_MW_wk4_28A
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep1	Control_MW_wk4_28B
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep1	Control_MW_wk4_29A
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep1	Control_MW_wk4_29B
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep1	Control_MW_wk4_2A
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep1	Control_MW_wk4_2B
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep1	Control_MW_wk4_30A
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep1	Control_MW_wk4_30B
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep1	Control_MW_wk4_31A
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep1	Control_MW_wk4_31B
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep1	Control_MW_wk4_32A
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep1	Control_MW_wk4_32B
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep1	Control_MW_wk4_33A
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep1	Control_MW_wk4_33B
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep1	Control_MW_wk4_34A
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep1	Control_MW_wk4_34B
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep1	Control_MW_wk4_35A
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep1	Control_MW_wk4_35B
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep1	Control_MW_wk4_36A
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep1	Control_MW_wk4_36B
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep1	Control_MW_wk4_37A
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep1	Control_MW_wk4_37B
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep1	Control_MW_wk4_38A
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep1	Control_MW_wk4_38B
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep1	Control_MW_wk4_39A
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep1	Control_MW_wk4_39B
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep1	Control_MW_wk4_3A
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep1	Control_MW_wk4_3B
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep1	Control_MW_wk4_40A
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep1	Control_MW_wk4_40B
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep1	Control_MW_wk4_41A
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep1	Control_MW_wk4_41B
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep1	Control_MW_wk4_42A
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep1	Control_MW_wk4_42B
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep1	Control_MW_wk4_43A
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep1	Control_MW_wk4_43B
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep1	Control_MW_wk4_44A
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep1	Control_MW_wk4_44B
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep1	Control_MW_wk4_45A
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep1	Control_MW_wk4_45B
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep1	Control_MW_wk4_46A
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep1	Control_MW_wk4_46B
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep1	Control_MW_wk4_47A
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep1	Control_MW_wk4_47B
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep1	Control_MW_wk4_48A
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep1	Control_MW_wk4_48B
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep1	Control_MW_wk4_4A
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep1	Control_MW_wk4_4B
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep1	Control_MW_wk4_5A
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep1	Control_MW_wk4_5B
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep1	Control_MW_wk4_6A
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep1	Control_MW_wk4_6B
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep1	Control_MW_wk4_7A
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep1	Control_MW_wk4_7B
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep1	Control_MW_wk4_8A
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep1	Control_MW_wk4_8B
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep1	Control_MW_wk4_9A
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep1	Control_MW_wk4_9B
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep2	Control_MW_wk4_49A
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep2	Control_MW_wk4_49B
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep2	Control_MW_wk4_50A
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep2	Control_MW_wk4_50B
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep2	Control_MW_wk4_51A
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep2	Control_MW_wk4_51B
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep2	Control_MW_wk4_52A
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep2	Control_MW_wk4_52B
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep2	Control_MW_wk4_53A
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep2	Control_MW_wk4_53B
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep2	Control_MW_wk4_54A
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep2	Control_MW_wk4_54B
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep2	Control_MW_wk4_55A
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep2	Control_MW_wk4_55B
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep2	Control_MW_wk4_56A
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep2	Control_MW_wk4_56B
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep2	Control_MW_wk4_57A
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep2	Control_MW_wk4_57B
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep2	Control_MW_wk4_58A
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep2	Control_MW_wk4_58B
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep2	Control_MW_wk4_59A
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep2	Control_MW_wk4_59B
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep2	Control_MW_wk4_60A
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep2	Control_MW_wk4_60B
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep2	Control_MW_wk4_61A
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep2	Control_MW_wk4_61B
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep2	Control_MW_wk4_62A
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep2	Control_MW_wk4_62B
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep2	Control_MW_wk4_63A
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep2	Control_MW_wk4_63B
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep2	Control_MW_wk4_64A
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep2	Control_MW_wk4_64B
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep2	Control_MW_wk4_65A
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep2	Control_MW_wk4_65B
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep2	Control_MW_wk4_66A
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep2	Control_MW_wk4_66B
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep2	Control_MW_wk4_67A
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep2	Control_MW_wk4_67B
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep2	Control_MW_wk4_68A
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep2	Control_MW_wk4_68B
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep2	Control_MW_wk4_69A
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep2	Control_MW_wk4_69B
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep2	Control_MW_wk4_70A
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep2	Control_MW_wk4_70B
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep2	Control_MW_wk4_71A
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep2	Control_MW_wk4_71B
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep2	Control_MW_wk4_72A
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep2	Control_MW_wk4_72B
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep2	Control_MW_wk4_73A
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep2	Control_MW_wk4_73B
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep2	Control_MW_wk4_74A
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep2	Control_MW_wk4_74B
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep2	Control_MW_wk4_75A
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep2	Control_MW_wk4_75B
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep2	Control_MW_wk4_76A
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep2	Control_MW_wk4_76B
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep2	Control_MW_wk4_77A
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep2	Control_MW_wk4_77B
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep2	Control_MW_wk4_78A
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep2	Control_MW_wk4_78B
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep2	Control_MW_wk4_79A
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep2	Control_MW_wk4_79B
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep2	Control_MW_wk4_80A
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep2	Control_MW_wk4_80B
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep2	Control_MW_wk4_81A
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep2	Control_MW_wk4_81B
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep2	Control_MW_wk4_82A
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep2	Control_MW_wk4_82B
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep2	Control_MW_wk4_83A
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep2	Control_MW_wk4_83B
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep2	Control_MW_wk4_84A
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep2	Control_MW_wk4_84B
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep2	Control_MW_wk4_85A
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep2	Control_MW_wk4_85B
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep2	Control_MW_wk4_86A
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep2	Control_MW_wk4_86B
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep2	Control_MW_wk4_87A
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep2	Control_MW_wk4_87B
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep2	Control_MW_wk4_88A
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep2	Control_MW_wk4_88B
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep2	Control_MW_wk4_89A
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep2	Control_MW_wk4_89B
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep2	Control_MW_wk4_90A
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep2	Control_MW_wk4_90B
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep2	Control_MW_wk4_91A
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep2	Control_MW_wk4_91B
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep2	Control_MW_wk4_92A
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep2	Control_MW_wk4_92B
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep2	Control_MW_wk4_93A
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep2	Control_MW_wk4_93B
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep2	Control_MW_wk4_94A
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep2	Control_MW_wk4_94B
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep2	Control_MW_wk4_95A
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep2	Control_MW_wk4_95B
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep2	Control_MW_wk4_96A
wk4	micro-well	PDC	Control	Evi1-GFPpos	Rep2	Control_MW_wk4_96B
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_MW_wk4_10A
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_MW_wk4_10B
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_MW_wk4_11A
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_MW_wk4_11B
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_MW_wk4_12A
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_MW_wk4_12B
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_MW_wk4_13A
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_MW_wk4_13B
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_MW_wk4_14A
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_MW_wk4_14B
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_MW_wk4_15A
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_MW_wk4_15B
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_MW_wk4_16A
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_MW_wk4_16B
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_MW_wk4_17A
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_MW_wk4_17B
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_MW_wk4_18A
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_MW_wk4_18B
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_MW_wk4_19A
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_MW_wk4_19B
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_MW_wk4_1A
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_MW_wk4_1B
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_MW_wk4_20A
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_MW_wk4_20B
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_MW_wk4_21A
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_MW_wk4_21B
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_MW_wk4_22A
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_MW_wk4_22B
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_MW_wk4_23A
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_MW_wk4_23B
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_MW_wk4_24A
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_MW_wk4_24B
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_MW_wk4_25A
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_MW_wk4_25B
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_MW_wk4_26A
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_MW_wk4_26B
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_MW_wk4_27A
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_MW_wk4_27B
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_MW_wk4_28A
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_MW_wk4_28B
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_MW_wk4_29A
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_MW_wk4_29B
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_MW_wk4_2A
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_MW_wk4_2B
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_MW_wk4_30A
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_MW_wk4_30B
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_MW_wk4_31A
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_MW_wk4_31B
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_MW_wk4_32A
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_MW_wk4_32B
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_MW_wk4_33A
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_MW_wk4_33B
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_MW_wk4_34A
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_MW_wk4_34B
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_MW_wk4_35A
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_MW_wk4_35B
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_MW_wk4_36A
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_MW_wk4_36B
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_MW_wk4_37A
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_MW_wk4_37B
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_MW_wk4_38A
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_MW_wk4_38B
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_MW_wk4_39A
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_MW_wk4_39B
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_MW_wk4_3A
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_MW_wk4_3B
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_MW_wk4_40A
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_MW_wk4_40B
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_MW_wk4_41A
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_MW_wk4_41B
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_MW_wk4_42A
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_MW_wk4_42B
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_MW_wk4_43A
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_MW_wk4_43B
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_MW_wk4_44A
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_MW_wk4_44B
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_MW_wk4_45A
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_MW_wk4_45B
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_MW_wk4_46A
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_MW_wk4_46B
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_MW_wk4_47A
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_MW_wk4_47B
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_MW_wk4_48A
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_MW_wk4_48B
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_MW_wk4_4A
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_MW_wk4_4B
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_MW_wk4_5A
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_MW_wk4_5B
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_MW_wk4_6A
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_MW_wk4_6B
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_MW_wk4_7A
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_MW_wk4_7B
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_MW_wk4_8A
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_MW_wk4_8B
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_MW_wk4_9A
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep1	Angpt1_MW_wk4_9B
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_MW_wk4_49A
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_MW_wk4_49B
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_MW_wk4_50A
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_MW_wk4_50B
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_MW_wk4_51A
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_MW_wk4_51B
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_MW_wk4_52A
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_MW_wk4_52B
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_MW_wk4_53A
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_MW_wk4_53B
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_MW_wk4_54A
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_MW_wk4_54B
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_MW_wk4_55A
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_MW_wk4_55B
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_MW_wk4_56A
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_MW_wk4_56B
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_MW_wk4_57A
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_MW_wk4_57B
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_MW_wk4_58A
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_MW_wk4_58B
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_MW_wk4_59A
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_MW_wk4_59B
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_MW_wk4_60A
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_MW_wk4_60B
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_MW_wk4_61A
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_MW_wk4_61B
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_MW_wk4_62A
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_MW_wk4_62B
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_MW_wk4_63A
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_MW_wk4_63B
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_MW_wk4_64A
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_MW_wk4_64B
wk4	micro-well	PDC	Angpt1	Evi1-GFPpos	Rep2	Angpt1_MW_wk4_65A
